post_title,ID,post_content,post_excerpt,post_date,post_name,post_author,post_status,featured_image,post_format,comment_status,ping_status,pinged,post_parent,menu_order,acf_caption,acf_alt_text,acf_description,acf_file_name,acf_title,related_data_providers,related_use_cases,categories,logo,rate,question,title,meta_desc
ATTOM Data Solutions,7704.0,"Founded in 1996, ATTOM Data Solutions is a data provider focused on the real estate industry and has gathered more than 155 million data from the US residential and commercial properties across over 3,000 counties. Their database management uses sophisticated data processes involving more 20 steps decrypts which standardizes and increases efficiency by ATTOM and creates their unique ATTOM ID. ATTOM Data Solutions provides data management through Data-as-a-Services (DaaS) that helps marketers make data-driven decisions. ATTOM has its offices in Irvine, California.","ATTOM Data Solutions is a data provider in the USA that specializes in property tax, deed, mortgage, foreclosure and related services. They provide their unique ATTOM ID to help marketers make better marketing decisions.",2020-11-04 01:03:41,attom-data-solutions,datahunters,publish,https://www.data-hunters.com/data_provider/attom-data-solutions/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,CoreLogic,Reonomy",,"Tourism Data,Real Estate Data,Real Estate Data,Real Estate Investment Data,",,,,ATTOM Data Solutions,"ATTOM Data Solutions is a data provider in the USA that specializes in property tax, deed, mortgage, foreclosure and related services. They provide their unique ATTOM ID to help marketers make better marketing decisions."
Audience Partners,7708.0,"Founded in 2008, Audience Partners is an enterprise advertising company that provides an addressable platform that targets audiences across mobile devices and addressable TVs. Audience Partners has the ability to use their “first party, mailing address data” to reach upper-class audiences on their devices by connecting offline databases with online devices. They have served high-end customers including Members of Congress, Governors, U.S Government agencies and higher-income populations. Audience Partners has offices in Plymouth Meeting, Pennsylvania.",Audience Partners is a data provider in the USA that provides an addressable platform which targets audiences across mobile devices and TVs for marketing use cases.,2020-11-04 01:03:42,audience-partners,datahunters,publish,https://www.data-hunters.com/051120201604564788-png/,,closed,closed,,0.0,0.0,,,,,,"LiveRamp,Claritas,Cuebiq,TransUnion",,"Identity Data,Online/Mobile Data",,,,Audience Partners,Audience Partners is a data provider in the USA that provides an addressable platform which targets audiences across mobile devices and TVs for marketing use cases.
Audience Serv,7712.0,"Founded in 2008, Audience Serv is a multinational customer acquisitions provider that developed a performance algorithm to identify target audiences. The company has an experienced team that works on target group segmentation by applying artificial intelligence (AI) and machine learning techniques (ML). The prime goal of Audience Serv is to exceed client needs and drive better outcomes.",Audience Serv is a data provider that offers customer acquisition services by identifying target audiences through aritificial intelligence and machine learning techniques for marketing use cases.,2020-11-04 01:03:43,audience-serv,datahunters,publish,https://www.data-hunters.com/051120201604564789-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Acxiom,Experian,Stirista,AnalyticsIQ",,"Demographic Data,",,,,Audience Serv,Audience Serv is a data provider that offers customer acquisition services by identifying target audiences through aritificial intelligence and machine learning techniques for marketing use cases.
AudienceProject,7716.0,"Founded in 2010 in Copenhagen, AudienceProject is a market research company specializing in identifying brands, publishers, and e-commerce companies. They aim to help clients reach the highest possible market positioning by using their own audience data. More than 1 million panelists across the world use AudienceProject.","Founded in 2010 in Copenhagen, AudienceProject is a market research company specializing in identifying brands, publishers, and e-commerce companies. They aim to help clients reach the highest possible market positioning by using their own audience data. More than 1 million panelists across the world use AudienceProject.",2020-11-04 01:03:43,audienceproject,datahunters,publish,https://www.data-hunters.com/051120201604564790-png/,,closed,closed,,0.0,0.0,,,,,,"AlikeAudience,Eyeota,DataXpand,Nordic Data Resources",,"Demographic Data,Economic Data,Marketing Attribution Data,Consumer Lifestyle Data,Demographic Data",,,,AudienceProject,"AudienceProject is a data provider that offers market research by identifying brands, publishers and e-commerce companies for marketing use cases."
Audiens,7720.0,"Established in 2015 and based in the United Kingdom, Audiens provides an audience creation tool with the aim to help clients acquire critical business insights and implement strategies that drive better outcomes. By implementing smart analytics through the Platform-as-a-Service (PaaS) model, Audiens has the ability to recognize business dynamics and consumer behaviors.",Audiens is a data provider in the UK that uses its audience creation tool to help its clients acquire critical business insights by applying smart analytics through PaaS model.,2020-11-04 01:03:45,audiens-2,datahunters,publish,https://www.data-hunters.com/051120201604564791-png/,,closed,closed,,0.0,0.0,,,,,,"Mobilewalla,Vserv,PushSpring,Kochava Collective,Datonics,HeyStaks",,"Demographic Data,,Individual Data,Social Data,App Data,Online/Mobile Data,",,,,Audiens,Audiens is a data provider in the UK that uses its audience creation tool to help its clients acquire critical business insights by applying smart analytics through PaaS model.
Audigent,7724.0,"Founded in 2016, Audigent is a communication network that provides brands with actionable data, statistical analysis and critical business insights that optimizes targeting, customer engagement and ROI while expanding the new market for artists and social performers. Audigent has the ability to empower the data of artists and social performers into its dataset and monetize their performance and fans engagement. Audigent is headquarted in New York, United States.","Audigent is a data provider in the USA that provides brands with actionable data, statistical analysis and critical business insights that optimizes targeting, customer engagement and ROI.",2020-11-04 01:03:47,audigent,datahunters,publish,https://www.data-hunters.com/051120201604564792-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Eyeota,Audiencerate,DataXpand",,"Identity Data,Individual Data,Consumer Lifestyle Data,Demographic Data,App Data,,",,,,Audigent,"Audigent is a data provider in the USA that provides brands with actionable data, statistical analysis and critical business insights that optimizes targeting, customer engagement and ROI."
Audit Analytics,7728.0,"Founded in 2000, Audit Analytics is a research provider by assessing intelligence in the accounting, financial, legal and academic communities. Through their online platform and data feeds, Audit Analytics uses their innovative methodology to provide research on more than 150,000 audit portfolios and 10,000 accounting companies, transformed to a comprehensive quality financial reports that will help users predict marketing risks and enhance business performance. Audit Analytics is headquartered in Sutton, MA.","Audit Analytics is a data provider that offers research services in accounting, financial, legal and academic fields to predict marketing risks and enhance business performance.",2020-11-04 01:03:52,audit-analytics,datahunters,publish,https://www.data-hunters.com/051120201604564792-png/,,closed,closed,,0.0,0.0,,,,,,"Enigma,Zauba Corp,BSC Egypt,Dataprovider.com",,"Stock & Market Data,Firmographic Data,Company Data,Bankruptcy Data",,,,Audit Analytics,"Audit Analytics is a data provider that offers research services in accounting, financial, legal and academic fields to predict marketing risks and enhance business performance."
Auditorius,7732.0,"Founded in 2013, Auditorius provides unique algorithms for purchasing and data processing. They have independent advertising platforms for advertisers to target their audience according to selected criteria. One of their products named “On the fly” is able to adapt to a specific person entering the audience segment. They have the ability to help advertisers increase recognition and engagement rate and have the ability to conduct research on 1,200,000 sites in an advertising campaign.","Auditorius is a data provider in Russia that provides a unique platform for advertisers to target their audience based on exact criteria and the use of their product called ""on the fly"" for marketing use cases.",2020-11-04 01:03:53,auditorius,datahunters,publish,https://www.data-hunters.com/051120201604564794-jpeg/,,closed,closed,,0.0,0.0,,,,,,"AnalyticsIQ,Acxiom,Eyeota,PushSpring,Zeotap,Audiens,33Across",,Individual Data,,,,Auditorius,"Auditorius is a data provider in Russia that provides a unique platform for advertisers to target their audience based on exact criteria and the use of their product called ""on the fly"" for marketing use cases."
Aumago,7736.0,"Founded in 2013, Aumago is an industry-leading B2B online marketing provider. With their specific B2B data, Aumago clients can track users who frequently visit their websites on network and social campaigns. Its advanced algorithms further enhance the classification of market data to enable ad discovery, relevance, and usability. Aumago has its headquarters in Berlin, Germany.",Aumago is a data provider in Germany that provides B2B data that can track every B2B user on the internet for marketing use cases.,2020-11-04 01:03:54,aumago,datahunters,publish,https://www.data-hunters.com/051120201604564794-jpeg-2/,,closed,closed,,0.0,0.0,,,,,,"Data Axle,InfoClutch,Prospecthunter,AdDaptive Intelligence",,"Economic Data,B2B Data,Individual Data,B2B Data,B2B Marketing Fit Data",,,,Aumago,Aumago is a data provider in Germany that provides B2B data that can track every B2B user on the internet for marketing use cases.
Australian Business Register ABN,7740.0,"Established in 1997, Australian Business Register ABN is a government agency website for the Australian business community. It provides a platform that connects all Australian businesses to government information, apply grants, registrations, and gets support to run the businesses in Australia. Under the platform, they offer Grants and assistance programs to solve constraint problems and help businesses grow, improve business events and training to help marketers gain more business knowledge and expand their network to empower organizations to make the best decision for their businesses.",Business.gov.au is a governement agency website for the Autralian business community which provides program and events to help businesses grow and succeed.,2020-11-04 01:03:55,australian-business-register-abn,datahunters,publish,https://www.data-hunters.com/051120201604564796-gif/,,closed,closed,,0.0,0.0,,,,,,"Validatis,Bundesanzeiger,OpenCorporates,Algerian Chamber of Commerce and Industry",,Business Registry Data,,,,Australian Business Register ABN,Business.gov.au is a governement agency website for the Autralian business community which provides program and events to help businesses grow and succeed.
Autoklose,7744.0,"Founded in 2017, Autoklose provides a sales engagement platform which is the only tool that allows users to automatically make appointments with their own targeted leads from all companies in the database. Their features an automated lead software which has a built-in-B2B sales contacts with a combined CRM model to help users target appointments and grow their business. They are headquartered in Toronto, Ontario.",Autoklose is a data provider in Canada that offers a sales engagement platform that allows users to automatically schedule appointments with their target companies in the database.,2020-11-04 01:04:01,autoklose,datahunters,publish,https://www.data-hunters.com/051120201604564798-png/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,DataCaptive",,B2B Data,,,,Autoklose,Autoklose is a data provider in Canada that offers a sales engagement platform that allows users to automatically schedule appointments with their target companies in the database.
AverickMedia,7748.0,"Founded in 2009, AverickMedia is a data service provider that discovers sales leads. The company aims to track ideal profiles of traders in detail and to provide clean and reliable sales leads. Their service also helps in demand generation and multi-channel campaigns to reduce sales analysis time, speed up pipeline growth and retain accuracy in CRM data. AverickMedia helps its clients to connect, monetize and create stronger consumer relationships through its data service platform. They are headquartered in Huston, Texas.",AverickMedia is a data service provider that generates sales leads and tracks ideal profiles of traders to help its clients to connect and monetize and create stronger consumer relationships through its data service platform,2020-11-04 01:04:02,averickmedia,datahunters,publish,https://www.data-hunters.com/051120201604564799-png/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Thomson Data,DataCaptive,BoldData",,"B2B Data,B2B Data",,,,AverickMedia,AverickMedia is a data service provider that generates sales leads and tracks ideal profiles of traders to help its clients to connect and monetize and create stronger consumer relationships through its data service platform
Averty,7752.0,Averty provides solutions to multi-country market research projects in the African and Arab world to overcome marketing challenges. It ensures commitment in every project whether for company startup to global enterprises while being compliant with the ICC/ESOMAR international code of conduct.,Averty is a data provider that offers solutions on market research projects in the African and Arab world for marketing use cases.,2020-11-04 01:04:03,averty,datahunters,publish,https://www.data-hunters.com/051120201604564799-png-2/,,closed,closed,,0.0,0.0,,,,,,"Pinsight,Ipsos,GfK",,,,,,Averty,Averty is a data provider that offers solutions on market research projects in the African and Arab world for marketing use cases.
aWhere,7756.0,"Founded in 1999, aWhere is a weather data analytics developer that provides critical insights to help farmers make more informed decisions from field-level to national policy. They have spent about 20 years developing and refining accurate data processing to provide an in-depth report and daily data stream through its API dataset. Their goal is to help artificial traders to be informed and make risk-aversion decisions for a healthy supply chain industry.",aWhere is a data provider in the USA that provides weather data analytics and in-depth report by gathering accurate data processing in the system for farmers and artificial traders.,2020-11-04 01:04:04,awhere,datahunters,publish,https://www.data-hunters.com/051120201604564800-jpeg/,,closed,closed,,0.0,0.0,,,,,,"CropProphet,Dark Sky,Weather Trends International",,"Climate and Weather Data,Agriculture Data",,,,aWhere,aWhere is a data provider in the USA that provides weather data analytics and in-depth report by gathering accurate data processing in the system for farmers and artificial traders.
Axonix,7760.0,"Founded in 2014, Axonix is a mobile advertising company that provides solutions to businesses. They specialize in audience trading and mobile advertising exchange by providing a transparent and systematic platform to enable publishers achieve critical business insights including the highest prices for their inventory while complying to any controls and selling rules. Axonix is headquartered in London, United Kingdom.",Axonix is a data provider in the UK that provides mobile advertising solutions to publishers for marketing use cases.,2020-11-04 01:04:04,axonix,datahunters,publish,https://www.data-hunters.com/051120201604564801-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Pinsight,geolad",,"Location Data,Identity Data,,App Data",,,,Axonix,Axonix is a data provider in the UK that provides mobile advertising solutions to publishers for marketing use cases.
AZ Direct,7764.0,"AZ Direct provides data-driven multi-channel marketing services that ensures effective customer communication. It is able to target millions of consumers across multiple channels for both online and offline world. AZ Direct currently has offices in Germany, Switzerland and Austria.",AZ Direct is a data provider in Germany that provides effective customer communication across multiple channels for marketing use cases.,2020-11-04 01:04:07,az-direct,datahunters,publish,https://www.data-hunters.com/051120201604564802-png/,,closed,closed,,0.0,0.0,,,,,,"Acxiom,Blue Mail Media,Prospecthunter,Plunge Digital,Vertical Mass,Webbula",,"B2B Data,,B2B Data",,,,AZ Direct,AZ Direct is a data provider in Germany that provides effective customer communication across multiple channels for marketing use cases.
Azuqua,7768.0,"Founded in 2011,  Azuqua helps its clients integrate their SaaS applications and build an automated program in order to reduce workrate and redefine productivity across the organization. They have provided a visual drag and drop interface without any coding to make this tool usable for the business community. Their aim is to support business users' needs for security and insight by offering an integration platform as a service (iPaaS). Azuqua is now integrated into Okta Workflows.",Azuqua is a data provider in the USA that provides an integration platform as a service (iPaaS) to reduce workrate and redefine productivity across the organization.,2020-11-04 01:04:07,azuqua,datahunters,publish,https://www.data-hunters.com/051120201604564804-jpeg/,,closed,closed,,0.0,0.0,,,,,,"True Influence,IT Central Station,Crozdesk,FullContact",,B2B Intent Data,,,,Azuqua,Azuqua is a data provider in the USA that provides an integration platform as a service (iPaaS) to reduce workrate and redefine productivity across the organization.
B2B Data Services,7772.0,"Founded in 2008, B2B Data Services is one of the top B2B Data Providers that offers professional Data Management & Enhancement Services. Their mission is to help companies to grow through its best marketing practices. B2B Data Service owns a majority of US business email listing which can help any organization exceed their expectations and provide critical insights to make better decisions. Their headquartered in Manhattan, New York.",B2B Data Services is a B2B data provider in the USA that offers Data Management & Enhancement Services to provide critical insigts and email listing for marketing use cases.,2020-11-04 01:04:11,b2b-data-services,datahunters,publish,https://www.data-hunters.com/051120201604564806-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Thomson Data,DataCaptive",,"B2B Data,B2B Data",,,,B2B Data Services,B2B Data Services offers Data Management & Enhancement Services to provide critical insigts and email listing for marketing use cases.
B2B Email Listz,7776.0,"Established in 1996 and headquartered in Wilmington, Delaware, B2B Email Listz provides matching, email promotions, and marketing-related services. Their focus is on helping clients reach better business outcomes through delivery optimization and lowered cost marketing strategies.",B2B Email Listz provides online marketing services such as matching & email promotions to drive better business outcomes.,2020-11-04 01:04:11,b2b-email-listz,datahunters,publish,https://www.data-hunters.com/051120201604564807-png/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Thomson Data,DataCaptive,BoldData",,"B2B Data,B2B Data",,,,B2B Email Listz,B2B Email Listz provides online marketing services such as matching & email promotions to drive better business outcomes.
B2B Lead Army,7780.0,"Founded in 2015, Lead Army provides B2B solutions for lead generation. Their main focus is to help organizations to target their audience by using b2b data. Along with Lead Army’s B2B database, organizations can segment their audiences by categories and find the data that truly addresses their needs. B2B Lead Army is headquartered in Bogra, Bangladesh.",B2B Lead Army is a data provider that offers B2B solutions for lead generation and audience targetting for marketing use cases.,2020-11-04 01:04:12,b2b-lead-army,datahunters,publish,https://www.data-hunters.com/051120201604564807-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,DataCaptive",,B2B Data,,,,B2B Lead Army,B2B Lead Army is a data provider that offers B2B solutions for lead generation and audience targetting for marketing use cases.
B2B Leo,7784.0,"Founded in 2001, B2B Leo provides B2B email marketing services and solutions. They generate business email lists for advertisers to reach out to its exact candidates with certain products and services. They are headquartered in New York, United States.",B2B Leo is a data provider in the USA that provides email marketing solutions and business email lists to help advertisers reach out to the right candidates with the right products and services.,2020-11-04 01:04:13,b2b-leo,datahunters,publish,https://www.data-hunters.com/051120201604564809-png/,,closed,closed,,0.0,0.0,,,,,,,,"B2B Data,B2B Data",,,,B2B Leo,B2B Leo is a data provider in the USA that provides email marketing solutions and business email lists to help advertisers reach out to the right candidates with the right products and services.
B2B Marketing Archives,7788.0,"B2B Marketing Archives provides digital marketing solutions that offers business mailing list, email promotions and other marketing services to help audiences uncover insights and make critical decisions. The company is headquartered in Manhattan, New York.","B2B Marketing Archives is a data provider in the USA that provides digital marketing solutions by offering business mailing listing, and email campaign services for marketing use cases.",2020-11-04 01:04:18,b2b-marketing-archives,datahunters,publish,https://www.data-hunters.com/051120201604564810-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,BoldData,Thomson Data",,"B2B Data,B2B Data,Marketing Attribution Data",,,,B2B Marketing Archives,"B2B Marketing Archives is a data provider in the USA that provides digital marketing solutions by offering business mailing listing, and email campaign services for marketing use cases."
B2B Media Group,7792.0,"B2B Media Group is an audience network provider. They focus on helping companies reach social media B2B users with both display and native ads. Additionally, their patented technology helps B2B publishers generate more digital revenues while providing critical business insight to enhance their performance.Founded in 2011, B2B Media Group maintains a headquarters in München, Bayern.","B2B Media Group helps companies reach social media B2B users with advertisements, patented technology, and data-based business insights",2020-11-04 01:04:19,b2b-media-group,datahunters,publish,https://www.data-hunters.com/data_provider/b2b-media-group/,,closed,closed,,0.0,0.0,,,,,,InfoClutch,"Account-Based Marketing,,","B2B Data,B2B Intent Data,Website Data,B2B Data",,,,B2B Media Group,"B2B Media Group helps companies reach social media B2B users with advertisements, patented technology, and data-based business insights"
B2B Pakistan,7796.0,"Founded in 2004, B2B Pakistan helps advertisers obtain new customers and generate more traffic. Along with their innovative technology, B2B Pakistan provides a detail-oriented company profile including contact, description, product and location to help organizations improve social media shares. B2B Pakistan is located in Karachi, Sindh.",B2B Pakistan is a social media data provider that helps advertisers accquire new customers and generate more traffic for marketing use cases.,2020-11-04 01:04:20,b2b-pakistan,datahunters,publish,https://www.data-hunters.com/051120201604564812-gif/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Thomson Data,DataCaptive",,"B2B Data,B2B Data",,,,B2B Pakistan,B2B Pakistan is a social media data provider that helps advertisers accquire new customers and generate more traffic for marketing use cases.
B2B Scorpion,7800.0,"Founded in 2010, B2B Scorpion is a B2B email lists broker that provides marketing assistance to businesses by applying its data solutions. Along with their advanced algorithms, their data lists covers a wide range of industries including publishing, marketing, financial and medical sectors. They are aware that every industry requires an approach to start using sophisticated data to grow their business. Their data includes email address, telephone, name and other prospect contacts. B2B Scorpion has its headquarters in New York, United States.",B2B Scorpion is a data provider in the USA that provides B2B email lists for marketing assistance to businesses.,2020-11-04 01:04:21,b2b-scorpion,datahunters,publish,https://www.data-hunters.com/051120201604564813-png/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Thomson Data,DataCaptive",,"B2B Data,B2B Data",,,,B2B Scorpion,B2B Scorpion is a data provider in the USA that provides B2B email lists for marketing assistance to businesses.
B2BSignals,7804.0,"Founded in 2005, B2BSignals provides a B2B data platform powered by big data that offers in-depth insights on companies. The company consists of two major approaches in determining its market plan: sales intelligence and data sciences.Along with their platform, the tool provides fundamental information on rivals and their products to help marketers through its Market Insights module. B2BSignals has its headquarters in San Francisco, CA.",B2BSignals is a data provider in the USA that provides a B2B data platform to come up with in-depth insights for marketing use cases.,2020-11-04 01:04:23,b2bsignals,datahunters,publish,https://www.data-hunters.com/051120201604564813-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Stirista,BoldData,Thomson Data",,"B2B Data,Technographics Data,B2B Intent Data,Company Data,B2B Data",,,,B2BSignals,B2BSignals is a data provider in the USA that provides a B2B data platform to come up with in-depth insights for marketing use cases.
Ball Aerospace,7808.0,"Ball Aerospace was founded in 1956 and is a subsidiary of Ball Corporation. Ball Aerospace is an industry-leading and innovative manufacturer of aerospace systems and instruments such as RF, data exploitation solutions and a range of advanced technologies. Ball Aerospace enables organizations to perform exceedingly beyond their expectations and protect the environment where they have been exploring.","Ball Aerospace is a data provider in the USA that provides aerospace systems, aeropspace instruments, RF, data exploitations solutions and a range of advanced technologies to enhance an organization's performance.",2020-11-04 01:04:24,ball-aerospace,datahunters,publish,https://www.data-hunters.com/051120201604564814-png/,,closed,closed,,0.0,0.0,,,,,,"The GDELT Project,BuildingFootprintUSA,Premise",,"Map Data,Satellite Data",,,,Ball Aerospace,"Ball Aerospace is a data provider in the USA that provides aerospace systems, aeropspace instruments, RF, data exploitations solutions and a range of advanced technologies to enhance an organization's performance."
Bancomail,7812.0,"Founded in 2001, Bancomail provides email marketing services that offers up-to-date, quality corporate email leads. The company helps organizations to reach their target customers by providing target lists for email marketing. Today, Bancomail serves over 7,000 customers and more than 500 companies into their email marketing services by integrating Bancomail’s database.","Bancomail is a data provider that offers email marketing services through up-to-date, quality email leads to help organization reach their target customers.",2020-11-04 01:04:25,bancomail,datahunters,publish,https://www.data-hunters.com/051120201604564816-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,BoldData,Thomson Data",,"B2B Data,Firmographic Data,Business Registry Data,Company Data,B2B Data",,,,Bancomail,"Bancomail is a data provider that offers email marketing services through up-to-date, quality email leads to help organization reach their target customers."
BankWatch Ratings,7816.0,"Founded in 1993, BankWatch Ratings is a risk rating agency that offers financial services which includes securities market issues, insurance premiums, investment funds and other related services. BankWatch Ratings is headquartered in Quito, Pichincha.","BankWatch Ratings is a data provider that offers financial services such as securities market issues, insurance, investment funds and other related services.",2020-11-04 01:04:28,bankwatch-ratings,datahunters,publish,https://www.data-hunters.com/051120201604564818-png/,,closed,closed,,0.0,0.0,,,,,,,,,,,,BankWatch Ratings,"BankWatch Ratings is a data provider that offers financial services such as securities market issues, insurance, investment funds and other related services."
Barbour ABI,7820.0,"Founded in 1930, Barbour ABI is a leading provider of construction intelligence in the United Kingdom. It does this by estimating construction data for National Statistics and providing National Infrastructure and Construction Pipeline of the Government with International Phonetic Alphabet (IPA) data. They aim to provide relevant insights and reliable analysis within the construction industry. Their headquarters are in Cheshire Oaks, Cheshire.","Founded in 1930, Barbour ABI is a leading provider of construction intelligence in the United Kingdom. It does this by estimating construction data for National Statistics and providing National Infrastructure and Construction Pipeline of the Government with International Phonetic Alphabet (IPA) data. They aim to provide relevant insights and reliable analysis within the construction industry. Their headquarters are in Cheshire Oaks, Cheshire.",2020-11-04 01:04:29,barbour-abi,datahunters,publish,https://www.data-hunters.com/051120201604564819-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Planning Pipe,Dodge Data & Analytics,Building Radar,Databid,CMD Group,Construction Project Leads,Cordell Connect,BCI Asia",",","Construction Industry Data,",,,,Barbour ABI,Barbour ABI is a data provider in the UK that uses construction intelligence to provide insights and analysis in the construction industry.
Barchart,7824.0,"Founded in 1980, Barchart offers services and content to the financial, media, and commodity industries. Their prime goal is to empower diversified clients to make data-driven decisions with confidence through its Barchart’s Innovative Solutions across data, software and intelligence. Barchart is headquartered in Chicago, IL.","Barchart is a data provider in the USA that of offering innovative solutions across data, software and intelligence to the financial, media, and commodity industries. .",2020-11-04 01:04:30,barchart,datahunters,publish,https://www.data-hunters.com/051120201604564820-png/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Barchart,"Barchart is a data provider in the USA that of offering innovative solutions across data, software and intelligence to the financial, media, and commodity industries. ."
Barclays,7828.0,"Founded in 1690, Barclays is a British leading universal bank that provides contents and services to different businesses, customers and locations around the world. With over 325 years of history in the financial services, Barclays now provides a top-tier, full service by guaranteeing and serving more than 40 countries worldwide. Barclays is headquartered in London, United Kingdom.",Barclays is a data provider in the UK that provides financial services to help its clients make better financial decisions.,2020-11-04 01:04:32,barclays,datahunters,publish,https://www.data-hunters.com/data_provider/barclays/,,closed,closed,,0.0,0.0,,,,,,"Cardlytics,Epsilon,Amex Advance,QueXopa,Nowcast",,Retail & Commerce Data,,,,Barclays,Barclays is a data provider in the UK that provides financial services to help its clients make better financial decisions.
Basarsoft,7829.0,"Founded in 1997 and headquartered in Turkey, Basarsoft is a pioneer in providing infrastructure solutions in the Geographic information system (GIS). For over 20 years, they have served diversified clients by providing solutions that specializes in Utility Network GIS and Navigation Data Production Sector. Their prime goal is to use the innovative and solution-oriented system in the GIS field to offer people solutions and make life easier.",Basarsoft is a data provider in Turkey that offers infrastructure solutions in the Geographic information system (GIS).,2020-11-04 01:04:33,basarsoft,datahunters,publish,https://www.data-hunters.com/051120201604564822-jpeg/,,closed,closed,,0.0,0.0,,,,,,"BuildingFootprintUSA,Descartes Labs,Urthecast,Indigo",,"Map Data,Satellite Data",,,,Basarsoft,Basarsoft is a data provider in Turkey that offers infrastructure solutions in the Geographic information system (GIS).
Bayes Esports,7833.0,"Founded in 2018, Bayes Esports utilizes and monetizes e-sports data from pro-level leagues and tournaments. They offer a wide range of applications that exploit sport fixtures &amp; results feeds as well as live match data. Bayes Esports has its headquarters in Berlin, Germany.",Bayes Esports is a data provider that utilize and monetize e-sports data from sport-related pro-level league feeds for the Esports Data Industry.,2020-11-04 01:04:33,bayes-esports,datahunters,publish,https://www.data-hunters.com/051120201604564823-jpeg/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Bayes Esports,Bayes Esports data provider utilizes and monetizes e-sports data from sport-related pro-level league feeds for the Esports Data Industry.
BayStreet Research,7837.0,"Founded in 2003, BayStreet Research provides data research that offers contents and services to help measure, analyze and predict marketing trends in the digital device industry. Their prime goal is to provide an objective and unbiased analysis to help users find the data that truly addresses their needs.","BayStreet Reseach is a data provider that conducts researches to measure, analyze, and predict marketing trends in the digital devices industry.",2020-11-04 01:04:35,baystreet-research,datahunters,publish,https://www.data-hunters.com/051120201604564824-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Verbatim Advisory Group,SafeGraph",,"Economic Data,Retail & Commerce Data",,,,BayStreet Research,"BayStreet Reseach is a data provider that conducts researches to measure, analyze, and predict marketing trends in the digital devices industry."
Bazaarvoice,7841.0,"Founded in 2005, Bazaarvoice conducts research in the retailer industry where they utilize their database to predict market trends through data mining, collection and analysis for over a billion user-generated content. After search and discovery, Bazaarvoice’s solutions help brands and retailers engage with their target audience, personalizing their experience and exceed their needs. Bazaarvoice is headquartered in Austin, Texas.",Bazaarvoice is a data provider in the USA that offers data and analysis through its Bazaarvoice solutions for marketing use cases.,2020-11-04 01:04:36,bazaarvoice,datahunters,publish,https://www.data-hunters.com/051120201604564824-png/,,closed,closed,,0.0,0.0,,,,,,"Clickagy,Connexity,Epsilon,Intimate Merger,Adstra,Eyeota,33Across,Mobilewalla",,"Economic Data,Marketing Attribution Data,",,,,Bazaarvoice,Bazaarvoice is a data provider in the USA that offers data and analysis through its Bazaarvoice solutions for marketing use cases.
BBVA API Market,7845.0,"BBVA API Market is an open API platform that allows organizations and individuals to access financial solutions and apply artificial intelligence algorithms to their businesses. Under advanced technologies, users can add value to their clients and improve their overall experience.",BBVA API Market offers a global API platform for organizations and individuals to access and integrate financial solutions into their businesses.,2020-11-04 01:04:36,bbva-api-market,datahunters,publish,https://www.data-hunters.com/051120201604564825-jpeg/,,closed,closed,,0.0,0.0,,,,,,,,,,,,BBVA API Market,BBVA API Market offers a global API platform for organizations & individuals to access and integrate financial solutions into their businesses
BCI Asia,7849.0,"Founded in 1998, BCI Asia is a leading provider of construction information in the Asia-pacific region. Their prime vision is to create transparency in the construction sector and provide knowledgeable sales information on construction projects. BCI Asia continues to enhance its project lead reports for over 15 years and now has more than 500 team members across 13 countries. This allows them to explore more opportunities for business growth. BCI Asia is headquartered in Singapore.",BCI Asia is a data provider in Singaport that offers construction information in the Asia-pacific region with the aim to provide qualified sales information on building and construction projects.,2020-11-04 01:04:39,bci-asia,datahunters,publish,https://www.data-hunters.com/051120201604564827-jpeg/,,closed,closed,,0.0,0.0,,,,,,"Dodge Data & Analytics,Building Radar,CMD Group,Databid,Construction Project Leads,Barbour ABI,Planning Pipe,Cordell Connect",,"B2B Data,Construction Industry Data,B2B Data",,,,BCI Asia,BCI Asia is a data provider in Singaport that offers construction information in the Asia-pacific region with the aim to provide qualified sales information on building and construction projects.
