,Name of the dataset,similar
2338,BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Distribution of Deciduous Forest in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Distribution of Spruce Forest in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Deciduous Forest in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Willow Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Distribution of Tall Shrub in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Distribution of Herbaceous Wetlands in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2339,BLM OR Hydrography 17060109 Point,"BLM OR Hydrography 17060107 Point
BLM OR Hydrography 17060103 Point
BLM OR Hydrography 17060102 Point
BLM OR Hydrography 17060106 Point
BLM OR Hydrography 17060101 Point"
2340,BLM REA YKL 2011 BLM Lands poly,"BLM REA YKL 2011 SMA poly
BLM REA YKL 2011 section poly
BLM REA YKL 2011 township poly
BLM REA YKL 2011 BLM Field Offices
BLM REA YKL 2011 States"
2341,BLM OR Hydrography 17060306 Polygon,"BLM OR Hydrography 17060106 Polygon
BLM OR Hydrography 17060107 Polygon
BLM OR Hydrography 17060103 Polygon
BLM OR Hydrography 17060109 Polygon
BLM OR Hydrography 17060108 Polygon"
2342,BLM REA NWP 2011 RegCM3 November - February Precipitation (1980-1999),"BLM REA MIR 2011 RegCM3 November - February Precipitation (1980-1999)
BLM REA NWP 2011 RegCM3 November - February Temperature (1980-1999)
BLM REA MIR 2011 RegCM3 November - February Temperature (1980-1999)
BLM REA NWP 2011 RegCM3 March/April Precipitation (1980-1999)
BLM REA MIR 2011 RegCM3 March/April Precipitation (1980-1999)"
2343,BLM REA YKL 2011 Near-Term Future (2025) Abiotic Cumulative Impacts in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Near-Term Future (2025) Cumulative Impacts in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Anthropogenic/Biotic Cumulative Impacts in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Model in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Floodplains in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Sheefish in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2344,BLM REA YKL 2011 Mercury Contaminated Sites in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Distribution of Mercury Deposit Sites in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Rivers Under Fish Consumption Advisory for Mercury Contamination in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Infestation Vulnerability in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of Placer Mine Claims in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of Hard Rock Mines in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2345,BLM REA YKL 2011 CL L AlaskaCliomes2050s A2,"BLM REA YKL 2011 CL L AlaskaMeanJulyTemp2050s A2
BLM REA YKL 2011 CL L AlaskaSummerTotalPPT2050s A2
BLM REA YKL 2011 CL L AlaskaDayofThaw2050s A2
BLM REA YKL 2011 CL L AlaskaWinterTotalPPT2050s A2
BLM REA YKL 2011 CL L AlaskaDayofFreeze2050s A2"
2346,BLM OR Hydrography 17030003 Waterbodies Polygon,"BLM OR Hydrography 17030002 Waterbodies Polygon
BLM OR Hydrography 17020003 Waterbodies Polygon
BLM OR Hydrography 17020004 Waterbodies Polygon
BLM OR Hydrography 17050103 Waterbodies Polygon
BLM OR Hydrography 17110003 Waterbodies Polygon"
2347,BLM REA YKL 2011 CL L AlaskaWinterTotalPPT A1B,"BLM REA YKL 2011 CL C AlaskaWinterTotalPPT A1B
BLM REA YKL 2011 CL N AlaskaWinterTotalPPT A1B
BLM REA YKL 2011 CL L AlaskaSummerTotalPPT A1B
BLM REA YKL 2011 CL C AlaskaSummerTotalPPT A1B
BLM REA YKL 2011 CL N AlaskaSummerTotalPPT A1B"
2348,BLM REA CYR 2013 Current (2015) Landscape Condition in Upland Mesic Spruce Forest,"BLM REA CYR 2013 Current (2015) Landscape Condition in Upland Mesic Spruce-hardwood Forest
BLM REA CYR 2013 Current (2015) Landscape Condition in Alpine Arctic Tussock Tundra
BLM REA CYR 2013 Current (2015) Landscape Condition in Alpine Dwarf Shrub Tundra
BLM REA CYR 2013 Current (2015) Landscape Condition in Historic Caribou Winter Ranges
BLM REA CYR 2013 Current (2015) Landscape Condition in Upland Low and Tall Shrub Tundra"
2349,BLM OR Hydrography 17020001 Waterbodies Polygon,"BLM OR Hydrography 17030001 Waterbodies Polygon
BLM OR Hydrography 17110001 Waterbodies Polygon
BLM OR Hydrography 17090001 Waterbodies Polygon
BLM OR Hydrography 17100101 Waterbodies Polygon
BLM OR Hydrography 17020003 Waterbodies Polygon"
2350,BLM REA NWP 2011 Prairie Potholes rating based on proximity to agricultural lands,"BLM REA NWP 2011 Prairie Potholes rating based on potential conversion of wetlands to agriculture
BLM REA NWP 2011 Prairie Potholes rating based on perimeter to area ratio
BLM REA NWP 2011 Prairie Potholes rating based on percentage of wetlands in protected areas
BLM REA NWP 2011 Prairie Potholes rating based on proportion of wetlands
BLM REA NWP 2011 Prairie Potholes rating based on proximity to roads"
2351,BLM REA YKL 2011 Projected Decadal Averages of Snow Day Fraction - February A2,"BLM REA YKL 2011 CL L SnowDayFraction2050s February A2
BLM REA YKL 2011 CL L SnowDayFraction February A2
BLM REA YKL 2011 CL N SnowDayFraction February A2
BLM REA YKL 2011 CL L SnowDayFraction January A2
BLM REA YKL 2011 CL C SnowDayFraction January A2"
2352,BLM REA CYR 2013 Current (2010s) Active Layer Thickness and Seasonal Soil Freeze Thaw Depth,"BLM REA CYR 2013 Near-term Future (2020s) Active Layer Thickness and Seasonal Soil Freeze Thaw Depth
BLM REA CYR 2013 Long-term Future (2060s) Active Layer Thickness and Seasonal Soil Freeze Thaw Depth
BLM REA CYR 2013 Current (2010s) Snow Day Fraction May
BLM REA CYR 2013 Current (2010s) Date Of Freeze
BLM REA CYR 2013 Current (2010s) Mean Annual Ground Temperature Alaska"
2353,BLM REA CYR 2013 Important Bird Areas in Alaska,"BLM REA CYR 2013 Landscape level ecological mapping of Northern Alaska
BLM REA CYR 2013 The Alaska Yukon Region of the Circumboreal Vegetation map (CBVM)
BLM REA CYR 2013 Secondary Trails (Alaska DNR RS2477 Trails)
BLM REA YKL 2011 Ecoregions of Alaska and Neighboring Territory
BLM REA YKL 2011 YKL DV C Alaska ForestBiomass.img"
2354,BLM REA CYR 2013 Change in Mean April-May Temperature from 2010s to 2060s within Swainson's Thrush Potential Habitat,"BLM REA CYR 2013 Change in Mean April-May Temperature from 2010s to 2060s within Dall Sheep Potential Habitat
BLM REA CYR 2013 Change in Total April-May Precipitation from 2010s to 2060s within Dall Sheep Potential Habitat
BLM REA CYR 2013 Long-term Future (2060s) Mean April-May Temperature
BLM REA CYR 2013 Change in Mean December-January-February Temperature from 2010s to 2060s within Golden Eagle Potential Habitat
BLM REA CYR 2013 Change in Growing Season Length from 2010s to 2060s within Swainson's Thrush Potential Habitat"
2355,"BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in McGrath, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Sleetmute, Alaska."
2356,BLM REA CYR 2013 Near-term Future (2025) Landscape Condition in Floodplain Forest and Shrub,"BLM REA CYR 2013 Near-term Future (2025) Landscape Condition in Lowland Woody Wetland
BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Floodplain Forest and Shrub
BLM REA CYR 2013 Near-Term Future (2020s) Modeled Forest Extent
BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Lowland Woody Wetland
BLM REA CYR 2013 Near-Term Future (2025) Landscape Condition"
2357,BLM REA NWP 2011 RegCM3 September/October Temperature (2050-2069),"BLM REA MIR 2011 RegCM3 September/October Temperature (2050-2069)
BLM REA NWP 2011 RegCM3 September/October Precipitation (2050-2069)
BLM REA MIR 2011 RegCM3 September/October Precipitation (2050-2069)
BLM REA NWP 2011 RegCM3 Change in September/October Temperature (Current to Future)
BLM REA NWP 2011 RegCM3 July/August Temperature (2050-2069)"
2358,BLM OR State Office Boundaries Polygon,"BLM OR District Boundary Polygon
BLM OR Administrative Unit Office Polygon
BLM OR District Boundary Land Polygon
BLM Administrative Unit Boundary Polygons
BLM NV Administrative Unit Boundary Polygons (District Offices)"
2359,BLM REA CYR 2013 Spring movements of the Western Arctic Herd during 2012,"BLM REA CYR 2013 Autumn movements of the Western Arctic Herd during 2012
BLM REA CYR 2013 Spring movements of the Western Arctic Herd during 2011
BLM REA CYR 2013 Autumn movements of the Western Arctic Herd during 2011
BLM REA CYR 2013 Spring movements of the Western Arctic Herd during 2010
BLM REA CYR 2013 Summer Range of Western Arctic Herd"
2360,BLM REA NWP 2011 RegCM3 Annual Temperature (1980-1999),"BLM REA NWP 2011 RegCM3 Mean Annual Temperature (1980-1999)
BLM REA MIR 2011 RegCM3 Annual Temperature (1980-1999)
BLM REA NWP 2011 RegCM3 Annual Precipitation (1980-1999)
BLM REA MIR 2011 RegCM3 Annual Precipitation (1980-1999)
BLM REA NWP 2011 RegCM3 May/June Temperature (1980-1999)"
2361,BLM REA CYR 2013 Current (2010s) Total April-May Precipitation,"BLM REA CYR 2013 Current (2010s) Mean April-May Temperature
BLM REA CYR 2013 Long-term Future (2060s) Total April-May Precipitation
BLM REA CYR 2013 Long-term Future (2060s) Mean April-May Temperature
BLM REA NWP 2011 RegCM3 March/April Precipitation (2050-2069)
BLM REA NWP 2011 RegCM3 Change in March/April Precipitation (Current to Future)"
2362,BLM OR Hydrography 17070102 Point,"BLM OR Hydrography 17070103 Point
BLM OR Hydrography 17070104 Point
BLM OR Hydrography 17070202 Point
BLM OR Hydrography 17070302 Point
BLM OR Hydrography 17070105 Point"
2363,"BLM REA YKL 2011 Subsistence Harvest Areas of Sockeye Salmon in Pedro Bay, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Sockeye Salmon in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Sockeye Salmon in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Sockeye Salmon in Nondalton, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Anvik, Alaska."
2364,BLM OR Hydrography 17020015 Polygon,"BLM OR Hydrography 17110015 Polygon
BLM OR Hydrography 17020016 Polygon
BLM OR Hydrography 17050115 Polygon
BLM OR Hydrography 17020014 Polygon
BLM OR Hydrography 17110016 Polygon"
2365,BLM REA CYR 2013 National Elevation Dataset 2 Arc Second Digital Elevation Model for Central Yukon Study Area,"BLM REA CYR 2013 Community Locations in the Central Yukon Study Area
BLM REA CYR 2013 Community Footprints in the Central Yukon study area
BLM REA CYR 2013 National Elevation Dataset 2 Arc Second Digital Elevation Model for Alaska
BLM REA CYR 2013 Central Yukon Rapid Ecoregional Assessment Study Area
BLM REA CYR 2013 Current Landscape Integrity Minimum Reserve in the Central Yukon Study Area"
2366,BLM REA CYR 2013 Current Boundary of Herd Summer Ranges,"BLM REA CYR 2013 Summer Range of Teshekpuk Herd
BLM REA CYR 2013 Summer Range of Porcupine Herd
BLM REA CYR 2013 Current Boundary of Herd Annual Ranges
BLM REA CYR 2013 Summer Range of Central Arctic Herd
BLM REA CYR 2013 Summer Range of Western Arctic Herd"
2367,"BLM REA YKL 2011 Subsistence Harvest Areas of Moose in McGrath, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Newhalen, Alaska."
2368,CAD NSDI PLSS Point,"CAD NSDI PLSS Special Survey
CAD NSDI PLSS Intersected
WY PLSS CadNSDI
CAD NSDI PLSS Township
PLSSPoint"
2369,BLM REA CYR 2013 Current (2010s) Summer Warmth Index in Alpine Dwarf Shrub Tundra,"BLM REA CYR 2013 Current (2010s) Summer Warmth Index in Upland Low and Tall Shrub Tundra
BLM REA CYR 2013 Current (2010s) Summer Warmth Index in Alpine Arctic Tussock Tundra
BLM REA CYR 2013 Current (2010s) Summer Warmth Index in Upland Mesic Spruce Forest
BLM REA CYR 2013 Long-term Future (2060s) Summer Warmth Index in Alpine Dwarf Shrub Tundra
BLM REA CYR 2013 Current (2010s) Summer Warmth Index in Upland Mesic Spruce-hardwood Forest"
2370,"BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Chuathbaluk, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Upper Kalsakg, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Caribou in Lower Kalskag, Alaska."
2371,BLM Grazing Pasture Polygon Arcs,"BLM UT Grazing Pasture Polygon Arcs
BLM Grazing Pasture Polygons
BLM UT Grazing Pasture Polygons
BLM OR ROD PSDV Grazing Allotments Polygon
BLM Grazing Allotment Polygons"
2372,BLM New Mexico CADNSDI PLSS First Division for Oklahoma,"BLM New Mexico CADNSDI PLSS Point for Oklahoma
BLM New Mexico CADNSDI PLSS Second Division for Oklahoma
BLM New Mexico CADNSDI PLSS Township Polygon for Oklahoma
BLM New Mexico CADNSDI PLSS Intersected for Oklahoma
BLM New Mexico CADNSDI PLSS Special Survey Polygon for Oklahoma"
2373,BLM OR Hydrography 17100101 Polygon,"BLM OR Hydrography 17110001 Polygon
BLM OR Hydrography 17090001 Polygon
BLM OR Hydrography 17020001 Polygon
BLM OR Hydrography 17070101 Polygon
BLM OR Hydrography 17100103 Polygon"
2374,"BLM REA NWP 2011 PRISM Maximum Temperature for June, July, and August","BLM REA MIR 2011 PRISM Maximum Temperature for June, July, and August
BLM REA CYR 2013 Current (2010s) Mean June-July-August Temperature
BLM REA YKL 2011 Decadal Mean June July August Temperature 2010s A2 Scenario
BLM REA CYR 2013 Long-term Future (2060s) Mean June-July-August Temperature
BLM REA MIR 2011 RegCM3 Change in July/August Temperature"
2375,BLM REA NWP 2011 Fed lands poly,"BLM REA MIR 2011 NWP Fed lands poly
BLM REA NWP 2011 MIR Fed lands poly
BLM REA MIR 2011 NWP Fed lands - BLM Lands poly
BLM REA NWP 2011 MIR AdminUnitOff Pts
BLM REA NWP 2011 MIR PLSS Sec"
2376,BLM OR Hydrography 17020007 Polygon,"BLM OR Hydrography 17020006 Polygon
BLM OR Hydrography 17020008 Polygon
BLM OR Hydrography 17020009 Polygon
BLM OR Hydrography 17020003 Polygon
BLM OR Hydrography 17020005 Polygon"
2377,BLM OR Hydrography 17110021 Flowlines Lines,"BLM OR Hydrography 17110020 Flowlines Lines
BLM OR Hydrography 17110019 Flowlines Lines
BLM OR Hydrography 17110003 Flowlines Lines
BLM OR Hydrography 17110002 Flowlines Lines
BLM OR Hydrography 17110013 Flowlines Lines"
2378,BLM OR Hydrography 17110013 Flowlines Lines,"BLM OR Hydrography 17020013 Flowlines Lines
BLM OR Hydrography 17110003 Flowlines Lines
BLM OR Hydrography 17110002 Flowlines Lines
BLM OR Hydrography 17110021 Flowlines Lines
BLM OR Hydrography 17110014 Flowlines Lines"
2379,"BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Upper Kalsakg, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Lower Kalskag, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Takotna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Chuathbaluk, Alaska."
2380,BLM REA CYR 2013 Current (2015) Landscape Condition in Historic Caribou Winter Ranges,"BLM REA CYR 2013 Current (2015) Landscape Condition in Upland Mesic Spruce Forest
BLM REA CYR 2013 Current (2015) Landscape Condition in Upland Mesic Spruce-hardwood Forest
BLM REA CYR 2013 Current (2015) Landscape Condition in Alpine Arctic Tussock Tundra
BLM REA CYR 2013 Current (2015) Landscape Condition in Historic Caribou Summer Ranges
BLM REA CYR 2013 Current (2015) Landscape Condition within Snowshoe Hare Potential Habitat"
2381,BLM REA YKL 2011 CL L SnowDayFraction2050s February A2,"BLM REA YKL 2011 CL L SnowDayFraction2050s January A2
BLM REA YKL 2011 CL L SnowDayFraction February A2
BLM REA YKL 2011 CL L SnowDayFraction2050s March A2
BLM REA YKL 2011 CL N SnowDayFraction February A2
BLM REA YKL 2011 CL L SnowDayFraction January A2"
2382,BLM OR Hydrography 17070304 Point,"BLM OR Hydrography 17070204 Point
BLM OR Hydrography 17070303 Point
BLM OR Hydrography 17070104 Point
BLM OR Hydrography 17070305 Point
BLM OR Hydrography 17070302 Point"
2383,"BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Takotna, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Iliamna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Nulato, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Ducks and Geese in Anvik, Alaska."
2384,ilmazedt.ILMAZDBO.PLSSPoint,"ilmazedt.ILMAZDBO.PLSSIntersected
ilmazedt.ILMAZDBO.PLSSFirstDivision
ilmazedt.ILMAZDBO.PLSSSpecialSurvey
ilmazedt.ILMAZDBO.PLSSTownship
ilmazedt.ILMAZDBO.PLSSSecondDivision"
2385,"BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in McGrath, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Takotna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Sleetmute, Alaska."
2386,BLM OR Hydrography 17110017 Flowlines Lines,"BLM OR Hydrography 17110018 Flowlines Lines
BLM OR Hydrography 17110019 Flowlines Lines
BLM OR Hydrography 17110007 Flowlines Lines
BLM OR Hydrography 17110003 Flowlines Lines
BLM OR Hydrography 17110006 Flowlines Lines"
2387,BLM OR Ocean Polygon,"BLM OR Ocean Lines
BLM OR Hydrography 17100104 Point
BLM OR Hydrography 17010214 Point
BLM OR Hydrography 17100102 Polygon
BLM OR Hydrography 17010214 Polygon"
2388,BLM REA YKL 2011 CL C AlaskaSnowDayFraction September A2,"BLM REA YKL 2011 CL L AlaskaSnowDayFraction September A2
BLM REA YKL 2011 CL N AlaskaSnowDayFraction September A2
BLM REA YKL 2011 CL C AlaskaSnowDayFraction October A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s September A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction October A2"
2389,BLM REA YKL 2011 Distribution of Mercury Deposit Sites in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Mercury Contaminated Sites in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of Mines, Prospects and Mineral Occurrences in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of State Mining Claims in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of State Mining Prospects in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of Placer Mine Claims in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2390,"BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Nulato, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Takotna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Upper Kalsakg, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Galena, Alaska."
2391,BLM WA SJINMRMP ERMA Intersected with Veg Alternative B Poly,"BLM WA SJINMRMP ERMA Intersected with Veg Alternative C Poly
BLM WA SJINMRMP ERMA Intersected with Veg Alternative D Polygon
BLM OR Greater Sage-grouse PHMA/GHMA Polygon
ilmcaPub.CASO.tga_lng_arc
BLM UT OHV Categories"
2392,BLM REA CYR 2013 Culverts by ADFG Rating for Fish Passage Adequacy,"BLM REA CYR 2013 Rivers with Fish Harvest Data
BLM REA CYR 2013 Sport Harvest Distribution of Fish Species
BLM REA CYR 2013 Anadromous Waters Catalog
BLM REA CYR 2013 Sport Fish Harvest Data by River Drainages
BLM REA CYR 2013 Chum Salmon Spawning Habitat"
2393,BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Sheefish in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Modeled Distribution of Dolly Varden in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Distribution of Floodplains in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Model in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Integrity in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current Modeled Distribution of Northern Pike in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2394,BLM REA CYR 2013 Current (2010s) Date Of Freeze,"BLM REA CYR 2013 Current (2010s) Date of Thaw
BLM REA CYR 2013 Current (2010s) Cliomes
BLM REA CYR 2013 Current (2010s) Active Layer Thickness and Seasonal Soil Freeze Thaw Depth
BLM REA CYR 2013 Current (2010s) Snow Day Fraction May
BLM REA CYR 2013 Current (2010s) Mean Annual Temperature"
2395,BLM OR Mineral Stipulations Polygon,"BLM OR Mineral Activities Publication Polygon
BLM OR Marbled Murrelet Zone Polygon
BLM OR Surface Rights Polygon
BLM OR OHV Designation Publication Polygon
UT ARMPA Map 2.4 Fluid Mineral Categories"
2396,BLM REA CYR 2013 Current Known Occurrences of Non-native Plant Species from AKEPIC,"BLM REA CYR 2013 Current Known Occurrences of Non-native Plant Species from Toolik
BLM REA CYR 2013 Current Known Occurrences of Non-native Plant Species from CPNWH
BLM REA CYR 2013 Non-Native Plant Density
BLM REA CYR 2013 Rare Plant Occurrences
BLM REA CYR 2013 Presence and Absence of Resident Dolly Varden Observations"
2397,BLM REA CYR 2013 Near-term Future (2020s) Mean Annual Ground Temperature,"BLM REA CYR 2013 Near-term Future (2020s) Total Annual Precipitation
BLM REA CYR 2013 Near-term Future (2020s) Date Of Thaw
BLM REA CYR 2013 Near-term Future (2020s) Mean January Temperature
BLM REA CYR 2013 Near-term Future (2020s) Growing Season Length
BLM REA CYR 2013 Near-term Future (2020s) Date Of Freeze"
2398,BLM REA YKL 2011 Outline of the Land Cover Map of Denali National Park and Preserve Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Outline of the Land Cover Map of Katmai National Park and Preserve Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Outline of the Lake Clark National Park and Preserve Land Cover Map Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Outline of the Togiak National Wildlife Refuge Earth Cover Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Outline of the Alaska Peninsula and Becharof National Wildlife Refuges Earth Cover Classification Map Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Outline of the Landcover Map for the Arctic Network Input in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
2399,Jumbo Mountain Routes,"BLM CO UFO Jumbo Mountain Comprehensive Travel Management Planning Polygon
Idaho BLM Right of Way (POINT)
UT ARMPA Map 1.1 Wyoming Clipped Surface Mgt
Idaho BLM Right of Way (POLYGON)
BLM REA NWP 2011 DIS C 14910 MountainPineBeetle ADS"
2400,BLM REA NWP 2011 FI C 2005 MTBS,"BLM REA NWP 2011 FI C 2004 MTBS
BLM REA NWP 2011 DIS C 2005 ADS
BLM REA NWP 2011 FI C 2006 MTBS
BLM REA MIR 2011 DIS C 2005 ADS
BLM REA NWP 2011 DIS C 2006 ADS"
2401,BLM REA CYR 2013 Near-term Future (2020s) Date Of Freeze,"BLM REA CYR 2013 Near-term Future (2020s) Date Of Thaw
BLM REA CYR 2013 Near-term Future (2020s) Cliomes
BLM REA CYR 2013 Near-term Future (2020s) Infestation Vulnerability
BLM REA CYR 2013 Near-term Future (2020s) Active Layer Thickness and Seasonal Soil Freeze Thaw Depth
BLM REA CYR 2013 Near-term Future (2020s) Mean Annual Ground Temperature"
2402,BLM REA YKL 2011 CL C AlaskaWinterTotalPPT A1B,"BLM REA YKL 2011 CL L AlaskaWinterTotalPPT A1B
BLM REA YKL 2011 CL N AlaskaWinterTotalPPT A1B
BLM REA YKL 2011 CL C AlaskaSummerTotalPPT A1B
BLM REA YKL 2011 CL N AlaskaSummerTotalPPT A1B
BLM REA YKL 2011 CL L AlaskaSummerTotalPPT A1B"
2403,BLM OR Hydrography 17090003 Flowlines Lines,"BLM OR Hydrography 17090009 Flowlines Lines
BLM OR Hydrography 17090005 Flowlines Lines
BLM OR Hydrography 17080003 Flowlines Lines
BLM OR Hydrography 17080002 Flowlines Lines
BLM OR Hydrography 17110009 Flowlines Lines"
